@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-L1-weka.filters.unsupervised.attribute.Remove-R3,4'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_c {IND,GRP,OTH}

@data
79130,'god forbid construction workers would able earn decent wage liberals want working class poor quiet',GRP
77601,'yet kids chicago killing daily cause u much good home state gun control right',GRP
83407,'cancel vote kavanaugh fall prey lying filthy liberals tell flake shut america sick bs left',GRP
34660,'democrats care destroy matter republicans amp conservatives',GRP
93168,'band liars eric big l forehead disgusting votes people really rigged',GRP
84781,'better call cruz slimy piece perverted former gop prime example used decent republican conservatives need vote beto',OTH
37204,'bad ass keep fighting us',IND
41131,'check ad super creepy people pointing disturbing problem republican election ad',GRP
18065,'bitch know body ready',IND
65156,'even kavanaugh said roe v wade settled law spewing narrative exist trump also said',IND
13761,'pro americans embarrassed sick anti america liberals plenty countries lefts ideology already place move',IND
73505,'plenty people taken stance favor common sense gun control mean jack shit since plan common sense gun control would really help asb asa also spouting empty buzzwords',GRP
64242,'yup fooled antifa threw big ol fire pit rocks mah truck called cops said commies dunnit neat lawyer trick huh',GRP
18948,'face close concrete bitch couldve probably stuck tongue lick',IND
58103,'bizarre story charged formally glad streets certainly concerned clueless cops like protecting us',IND
77408,'elon sometimes opens mouth replace one foot',IND
62545,'issues pc focus liberals conservatives kneeling fake patriotism republicans freaking abortion',IND
16742,'obama lips moving lying',IND
21148,'calling operative shill important bigot refusing apologize actions woman scientologist even acknowledge defend explain despite many times asked already',IND
58011,'expectus work asses gunsensecandidates gotv throwthemout',GRP
64166,'murda fucker',IND
84202,'yeahhhhh admit destiny cayde liker god made suck',OTH
71490,'lie firearms call ar fully semi automatic assault rifle push gun control say donald trump racist hates mexicans say colluded russia yes lie',IND
61286,'wana talk shit play something know song fire end blowing later becomes song',IND
85796,'trash would great coach listen zodiac sagittarius hate told cannot like coach michigan wolverines hshshahhsjjjsjsjs keep praying hear',IND
20554,'say little pussy saying shit behind people back',IND
11007,'sick person',IND
51557,'horrendous act course conservatives lie like breath generally awful human beings doubt victims story even tiny bit',GRP
34459,'gun control everything punishing conservatives',GRP
41226,'okay enough c shit dont care neither',GRP
20561,'yeah batman made eat rat mostly like yo fuck guy hes cool hes lunatic dick also wants get violent',IND
44612,'hopefully beats shit chair ump australia really show',GRP
41824,'bow one gonna reply matter worded sounded liketake camera shove ass lol',IND
23214,'trust kanye right might like shit',IND
51222,'shits hit fan maga',IND
68801,'lost shit everyone class judging lmao',IND
36038,'forget supplymanagement stubbornly clinging tax also distorts international trade deals makes life less affordable average working family liberals',IND
20540,'yeah point article trying demonize meeting lawyers right defend character also right file defamation character case woman sen feinstein democrats liberals pathetic ridiculous',GRP
49160,'good job sarcasm also great gun control laws saving lives sarcasm',OTH
56516,'dearprofessorford want know zero respect amp antifa style attack kavanaugh thought going drop bomb face covered amp blow good man life exposed political hack shame',IND
35084,'scaramucci cashing donald taking blue collar folks every last penny lmao maga folks suckers',IND
90446,'smells like another funding george soros follow money trail woman likely never knew judge kavanaugh liberals running scared judge conservative christians values man impeccable portfolio finestine dirty politician',IND
29701,'lokk july said gordon would cut drugs called dipshit',IND
40003,'fallon woosy',IND
45541,'far beyond tax returns crap affects americans liberals stupid wake understand really going step aside adults',GRP
26050,'unhinged republican party question want wall gun control america illegal immigrant something unhinged republican party talk wall school shooting happens unhinged republican party mute',IND
58206,'beto joke',IND
22371,'everyone knows brown crazy',IND
26572,'look st bullshit',IND
21791,'brainwashed obama media full hate conservatives',IND
26918,'happened kids still alive backstabber fraud',IND
46725,'fuck acted like father girl killed parkland bug instead telling us much loves girls tell truth really doesnt give shit killed crazy white guy ar',GRP
75988,'obviously bitch',IND
58203,'correct democratic party slavery pro nazi gun control',OTH
62240,'looks like middle shitting pants must ate one booger many',IND
50543,'clear mud ukgov dumping swansea corbyn offers solutions amp answers non committal everything amp hoping conservatives get elected westminster politics amp government degenerated much longer fit purpose',OTH
28698,'understand logic anyways going nowhere acceptable maybe ok',IND
99416,'know upsetting',IND
96002,'still addressed solution make schools safer preach gun control solutions',IND
37565,'investigation reveals highly probable isis attack worst case scenario joint isis antifa attack',OTH
61734,'chaplain liberals fools',GRP
46945,'proving dog',IND
15636,'read flaming pile garbage wrote national review calls article liberals losing minds president investigated collusion foreign government nominating anyone supreme court appt',IND
24376,'disgusting dallas pd try find reason try drag man mud say save one wrong',IND
70917,'oh please every network reporting bullshit obviously stop pretending fox political bigotry showing',OTH
41379,'idiots fringe right hated conservatives',GRP
93063,'bitch mean get pristin',IND
33301,'amusing sickening watch scientists twist knots justify gun control agenda gunsense dishonest',IND
38062,'epic moment sentences graaawrl wyvern breakfast guys dumb healer babysit fire shit try dragon foolishness also need bury half body tank try get half stomach',IND
57695,'liberals trying destroy conservative men time criminally charge jail liars try destroy man',GRP
35240,'henry fucking great def sickkidsinlove inspo love death problem',IND
21970,'judicial watch sues records fbi interviews demoted justice department official bruce ohr tcot maga rednationrising',OTH
46263,'lying stack shit',IND
52937,'cuz nigga retarded smh',GRP
10744,'point australian free speech like us hate speech laws people convicted skirts enough hint point room deny',OTH
27207,'amazing dems always ones hear whistle',IND
37577,'go straight crapper never support another team',OTH
46591,'trump fans bullies antifa steve scalise resists movement need get cnn msnbc',GRP
38296,'documents must getting close crook',IND
55028,'removed rest islamic invaders',GRP
50938,'bitter hateful woman ruining',IND
82648,'right total ocd right lol yeah totally gonna floss sucker',IND
57303,'another falsehood think anyone wants abolish nd amendment growing majority want sensible gun control form better background checks banning assault rifles trump say anything rile base snake oil',IND
66127,'throw race forget happened white women accused bill clinton sexual allegations liberal democrats rallied around liberals disgusting disgraceful human beings god created',GRP
12182,'sick head man lost daughter',IND
86554,'playing dirty way liberals win point shameless',GRP
70368,'cant believe didnt work comet pizza alex jones muted conservatives lost',GRP
30844,'one thing sure know write op ed dumber bucket rocks',IND
75880,'frenkenstien needs pay every dime back stolen american people disgrace senate people',IND
90047,'scale much laugh excuse besides plain shit',IND
90829,'fact newsweek longer tries give sides story instead gives side antifa far left liberals gods deepstatepanic take look newsweek circulation even enough readers put print edition anymore',GRP
19306,'let go said take away ammo talking gun control said maybe blurted mean proving leftist fine still like trust anymore',OTH
26748,liar,IND
75696,'hollywood media make jokes jesus christians think hilarious turn every innocent joke conservatives tell outrage typical reprobates',OTH
71510,'probably referring fact started henderson apparently shit sturridge apparently finished years ago mean like could possibly win two field',OTH
80776,'lying public trust anymore',IND
28403,'either misinformed shame going shame',IND
29297,'another overdose nigga',IND
11275,'libertarian shows ugly divisive two party system liberals actually lot uglier straight men need leave democratic party party men hatred leave',GRP
63287,'great book leo zagami pope francis last pope details breathtaking corruption evil forces controlling vatican decades',IND
22174,'hear trumpsters crowing liberals loved jane fonda supported draft dodgers grew times war knew fonda gone far wrong supported burned draft cards served',IND
16577,'myyy nigga',GRP
12695,'lindsey sean hannity talks echo chamber simply hear journalist news pundit weird conspiratorial agenda supported well crafted partial facts aimed narrow audience really laughable fool trump',IND
80374,'every lie telling happened children guy man clearly believe shit like happened another stall tactic liberals',OTH
95631,'thinks full shit',IND
30611,'need find lady thing terrorist waiting strike',IND
11041,'rssreachesout open everyone really intolerant shame psuedo liberals',OTH
74400,'yutz dumber watered twice week',IND
59326,'hollywood filled satanists pedo nerve mock jesus conservatives see lowlifes unemployment line',GRP
70266,'something seem right year long massive shootings talk gun control makes think government behind crap',OTH
93071,bafoonicus,IND
59625,'never going happen million years unless soros hires bunch antifa punks pretend vets',IND
47706,'hell think acussed mean guilty women accused man man judgekavanaugh voice right clear name needs zipit',GRP
16743,'today collins back another excuse vote yes disgusting every gop rep see stop working common man',IND
80728,'anyone else think lying opportunist yeah metoo',IND
25519,'bullshit people died incompetent government puerto rico start mayor stop lying gutierrez',IND
45400,'really bitch wow',IND
10825,'dimly remember econ theory might apply chicago guns butt hurt',IND
98407,'whataboutism yet another made word used liberals attempt deflect criticism ridiculous hypocrisy',GRP
61621,'america destroyed president cancer democracy sad',IND
35109,'sure worried give break dana job know u make living pay healthcare etc dirt bags even shower crying gun control try',IND
75876,'billy bargain',IND
95224,'death threats thing disgusting party family values says antifa dangerous resistance group kavanaugh family death threats inquiring minds want know',GRP
57827,'isaac fucking tall guy behind dude',IND
65856,'sure woman one mostly men throw insults like mean ugly feminist cat women penis envy',GRP
28831,'poor triggered snowflake maga',IND
40282,'one crazy person',IND
98387,'conservatives trailer trash party canada',GRP
94688,'ashame republican party anything gun control people killed reason ashame republican party anything cop killing republicans trying distract america',OTH
84493,'kwasia ur shatta wale even career start idiot reign album hype seff dey zero release album hype yh vim zero',IND
14486,'fool denying ones free speech deny free speech',IND
61756,'c mon brah go finish mother fucking apple cider beer shut fuck adults trying fun twitter',GRP
26975,'liberal professor dog always spewing hatred us conservatives going hell rest sleaze bags',IND
19847,'hope bankrupt soon',OTH
20646,'strong character strong character anybody bitter sore loser character',IND
73204,'scummy human',IND
90712,'ntknetwork news senate set pass bipartisan bill combat opioids maga prolife',GRP
32534,'con apparently finds running low',IND
39124,'would order cohen print money amazing bad dishonest purposefully spreading fake news',IND
36049,'dumb clueless pushing pipe dream fools put office sad foxnews socialismsucks',IND
85278,'c back liberals shortsighted aka stupid crying wolf favor past future victims rape assault like said stupid',IND
51609,'carrey sick man',IND
47122,'eric holder globalist evil personified',IND
61599,'lying leftist',IND
14271,'death threats antifa sitting outside house like republicans scrub social media',IND
40202,'gutierrez liar guys good',IND
75339,'hi sexy',IND
99697,'good lird disgusting representation human',IND
64888,'nigga lose',IND
22207,'yes american women waiting allowed continue slaughtering babies mao stalin hitler killed babies liberals pathetic whiney crooked yet say children except slaughter babies',GRP
12754,'got wee fake tap fae turkey prove loyal',OTH
56099,'told group israel amp america controlling us foreign policiy decades using spie lies amp quasi blackmail schemes would believe maga americafirst',IND
33110,'gun control mgk diss via fucking new em let shit slide playin wit da kid',IND
13794,'drew saw marker left hand connected right brain connected left eye saw saw right eye connected left brain saw hammer psyc',IND
15548,'gay sick pervert gets nerves',IND
30740,'want see corrupt bitch gitmo birthday',IND
60923,'anita hill wasca liar liar',IND
99720,'develop competitive skills social skills home schooling child complain abt bullying unjust behaviour teachers since super active',GRP
51603,'americans want form gun control americans want government protect environment americans say immigration good thing amp americans believe hotdogs belong crusts pizzas amp italians like suck',OTH
17891,'mr john kerry potus getting job done spite democrats like groveled iranian mullah tried buy pallets cash amp releasing frozen funds amp obama crooked deal helped fund terrorism worldwide take walk inthe woods w hrc',IND
41737,'according gore hurricane hazel trumps fault typhoons cyclones hurricanes trumps fault trump colluded god defeat hillary true',IND
30093,'mean ass cousin hate lol',IND
61846,'know belongs violent liberal antifa party w kkk hoods beat total strangers amp funded party violent amp corrupt party trying pour tears amp get us believe heart hard sell anyone including voters',IND
90130,'touched visa mata raw nerve saying modi thats may block soon wild wet dream pm modi fail get full majority please dont wake dream bhajpaa getting seat',IND
95790,'dalit muslim need remember',IND
66580,'bs ford lying everything delaying vote maga confirmkavanaughnow potus',IND
43289,'forget trumps fault like colluding make hurricanes worst forgot tell us hurricane also trumps fault',IND
12851,'politically correct speech gun control laws attacks constitution hypocrisy showing',IND
11348,'go la casa de las micheladas crazy ass ones',IND
68660,'breitbart must hacked headline says',IND
56870,'man allowed wife one coaches abused years covered threw everyone including wife bus help lies never thought anyone would know came total pos',IND
36059,'ohh shit',IND
63253,'liberals give sh souls',OTH
50012,'see thick bad bitch',IND
33091,'might well go walmart cashier get info nuclear fusion go nbc gun info crap media feeds empty brains wonder gun control cultists universal background checks gunsense guncontrolnow guncontrol',OTH
35483,'fuck wall american white black men kill way immigrant gun control would help way',GRP
12587,'ca always blue seem much except helping like neighbors champagne socialist',IND
48299,'sensible gun control help mentally unstable people guns people restraining orders guns one needs gun magazine rounds unless zombie apocalypse happens',GRP
10981,'reason wife ass',IND
19267,'dumb kid',IND
11046,'corey booker try finger blast ass teenager maga walkaway',IND
22907,'means nothing always dramatic none promises ever come true sure still follow starting realize full crap',IND
65112,'cuter tha shhhh',IND
54898,'rep maxine waters threatening violence president vise president come permitted doj washington capital police sleeping democrats law crime',GRP
54549,'drunk year old tell us little character year old let alone competency jurist seems tad likely conservatives merely clarifying yet law order means using law reinforce social order',IND
48951,'anti gop part trump party hoping pardon ripping hard working americans',IND
41778,'beautiful sexy',IND
48236,'know fact claim like bullshit imagine never enacted clean air regulations years ago u wait imagine look air quality china pisses conservatives',GRP
86029,'looking job controversal bitter',IND
81307,'griffin thinks funny disgusting pig',IND
25180,'regarding story think going kill president reporters never follow convicted felon could obtain case guns police would bring light gun control issue bias',IND
94152,'whore mayor stealing money funded dems bash potus wtf country power grid god knows theres enough replace',IND
32894,'like saying pale live north pole bitchass dipfuck',IND
31931,'horrible person',IND
86550,'hit lotto',IND
72124,'gun control crowd illegal immigrants waltzing country heavily armed',GRP
47716,'women lose credibility empowered ohhhh women liberals high jacked movement women really abused disgusting',GRP
94142,'liberals mock president trumps skin color decapitated likeness also threaten family even baron',GRP
27502,'misogynistic cause opinion different guess makes bigot',IND
37517,'death jeremy corbin means necessary',IND
36343,'antifa one shit brains worship queen needs toe cheese licked',IND
79577,'know flanking muscle flashing ar educate close c k hol r know u r talking',IND
53784,'agree intelligent like latest policy sovereign wealth fund something long supported cut someone like jo swinson would get party air time imo',IND
89221,'disappointed taylor serena wrong use gender disrespectful serena apologize winner amp ref',IND
82489,'abso shite quality tho',GRP
85092,'dissapointing guy biggest hypocrite country embarrassing senator',IND
42523,'prison time going get mccain ed deathpenalty treason pedogate maga qanon',IND
51452,'hard believe female acc ever especially liberals lie personal political gain',GRP
53870,'ummm one people',IND
88941,'damn cute def facial expressions',IND
22707,'beyond moron',IND
24863,'interesting see hypocrisy liberals last year discovered hush fund congressional sexual scandals working government',OTH
46988,'even close happened liar deflecting idiotic actions court looked',IND
23664,'believe even getting death threats conservatives roll way plus amp attorneys bankroll soros',IND
42456,'dam white slave owners',GRP
82355,'abuse liberals rinos',GRP
62169,'oppression need start movement could worse could antifa dogs',GRP
64220,'kurt liberals obsessed seeing president disgusting penis fantasize room horrible hog sweating stop thinking mushroom capped member visibly erect',OTH
31282,'kavanaugh issues detailed response confirms view deserves opportunity defend reputation completely false allegation never done anything like acc describes anyone',IND
16191,'shitt pitt perfect wiping seat',IND
59002,'show must go must crazy liberals screaming throwing tantrum inside courtroom let animals hearings going another circus',GRP
81179,omfg,GRP
46498,'saw algae commercial blaming pretty rich considering gov done zero zip want senator fl',IND
56036,'oh racist big lips big butt big nose even look like also pounds big also creates image typical black woman attitude racist',IND
70535,'best stats season mean greatest pl midfielder fuck',IND
38294,'dumb ass wear helmet next game',IND
26708,'lol shit said tweet',IND
89350,'knew real republican committed party need leave get disgrace every republican conservative member work towards solutions constantly diminish potus quit already',IND
85349,'haha try hard condescending sure stormy relate correct sad trump really old man literally owns viagra company jokes kid',IND
27456,'transparency acts furthers myth women victims truly crazed liberals know one saw one end hubris hurt real women really need help',GRP
35183,'civil rights like right kill child transcending child right life people insist stringent gun control laws save lives children let sink',IND
35419,'ikr riding trainer fun running lower rear backwoodsistan fucker',IND
41918,'want health care want rich people pay less taxes care deficit want gun control afraid immigrants full hate control branches government',GRP
82917,'talks dumber looks wwgiwga maga',IND
98220,'feel sorry voters good choice',GRP
22712,'juan contribute fox know side fence plays pretty much know going say listening like watching paint dry better thgs',IND
53538,'leftist collusion prescreening party',GRP
61578,'shorty dad taught eveything pussygrabbing sexual assault trump family time maga girls stay silent',GRP
89078,'especially play good religious boy routine job interview seriously imagine pulling crap job interview amp imagine interview supreme court justice kav spends way much time talking pure',IND
61218,'oh fuck yeah',IND
30838,'empty soul',IND
13075,'go away child boring even entertain doubt',IND
27819,'nobody cares paid protesters capitol police need get hold lock',GRP
54245,'journalist spreads fake info painting shree krishnaji people forget ligic amp professionalism try secular tear religious books prove stupidity fight cause moral means',IND
53575,'jaws v jaws jaws back starring kurt chiselchest lorna buxom whud win better one laser swords jess b jealous',IND
19521,'anyone surprised president would commit treason russia get elected would pick rapist supreme court mondaymotivation deplorables maga marinesagainsttrump kavano bluewave postponethevote kavanaugh stopkavanaugh',IND
11048,'sucks plans team lemons',IND
94071,'fucking glory hunters',GRP
14992,'would fix stupid maga qanon thursdaythoughts drainthedeepstate thankfulthursday wwg wga walkaway',IND
25019,'knew would find liberals fault',GRP
26171,'long ass blog might make sense',OTH
63168,'brett kavanaugh supposed selling point gop candidates midterm elections could become liability cbs enough bs lies go away liberals cnn msm listening ignorant bs stories',GRP
61737,'conservatives become cadaver party',GRP
49780,'lmfaooooo foh w free thought shit lmaoooo',IND
29648,'god theemmys limousine liberals sick disgusting animals brains',OTH
46168,'bet fitted waists women meant look hourglass even give shit',GRP
57440,'idiotalert gun control activist david hogg suggested ar cannot used self defense shoot handguns',IND
17314,'long thought liberals children trapped adult bodies',GRP
82398,'course remembered biggest hypocrite history change rules constantly gophypocrites',IND
55751,'snot nose year old kid know loud mouth immature punk media placed pedestal using promote gun control fed tag lines spark controversy order bring attention gun control debate knows nothing',IND
57426,'lot guilt tucker take upon surely fault',IND
92379,'yes mothers deranged left make little boys really going let happen pure evil votedemsout maga confirmjudgekavanaugh',GRP
13698,'awfully good transvestite',IND
13064,'omg shyt',IND
61302,'sir russia putin broke little bit crazy paltry trillion gdp might cause desperate actions dying regime denuclearization exchange oil patch tech thats sir maga',GRP
54030,'pushed limits',IND
98130,'seriously really believe crap move offensive ugly side unbecoming',IND
15251,'never planned testify act one fell flat quickly liberals never learn know tactics accurately predict actions amp responses also know think amp research hate us control us',GRP
97470,'cincinatti well shootings keep happening stupid gun laws time americans woke something keep happening god prayers going help proper gun control laws',IND
23366,'national unity full tweeted get people mobilized mean paying people mobilize cause violence spoke antifa official group terrorists',GRP
55276,'serena bully threatened shove ball throat line judge us open points away losing semifinals dbl faulted went ballistic penalized point lost match due threats bully',IND
24340,'left become bunch thugs nancypelosi chuckschumer',OTH
47771,'love give excuse mentally ill dangerous idiot',IND
93258,'calls intellectual prostitute knows smarter intellectual',IND
82331,'take joke lefties behaviour disgusting drawn',IND
71996,'latino conservatives self hating freaks',GRP
10587,'talk worst year player yankee history',IND
32786,'woman nothing play tennis yet constantly disrespectful insane whole owes apology atp',IND
62075,'child retarded one',IND
45756,'mean allsup communist antifa shithead people would coming defense despite shit political team sports dumb allsup dickweed',GRP
90242,'assholes going jail happened million paid company mueller knows',IND
46699,'lol mean',IND
84112,traitor,IND
52628,'go pick u fuck uber',IND
54897,'fr people always bullshit amp postponing missing anything else another person get shit together else fails go amp tbh end better time anyway',GRP
11618,'stupid concrete',IND
30103,'well since streams always porn title im going sa love porn',IND
17578,'dominos ass',OTH
58830,'muted awhile ago tried say shit like ix ine positive work mexican rap like kind pedo garbage',IND
23084,'jacks sack conservatives tweet barrel',GRP
60451,'voice frontline domestic violence gun lobby cannot drown cdnpoli',IND
42212,'yet another good guy gun need common sense gun control legislation dosomthing votethegopout countryoverparty documents alleged mass murderer thought wife cheating',OTH
71100,'im going tell one time fuck block report ass whos current president',IND
50231,'maga perverts demons period nothing sacred innocent mutts satan',OTH
48281,'realize ridiculously radical tweets sound right trying mobilize antifa',IND
81253,'looks like sucking lemon goes hearings',IND
93754,'brutal hopefully sells team',IND
81657,'f k instigating big mouth bitc amp evil friend opinion teamtani',IND
15922,'needs serious psychiatric help guy anger management bi polar psych case study',IND
85133,'got chance blew',IND
15876,'need gun control right oh wait guess doesnt stop criminals law abiding citizens known think want control disarm',GRP
93133,'colin dick would sell quick',IND
75791,'get inner cities e chicago policies promote job growth nuclearfamily returns lack one daily killings gun control issue twill',IND
21767,'pay money accounts stuff stranger everything obsession sonic hope dies',IND
95937,'listened liberals democrats bed buddies msm demand transparency well get yuge scoop transparency like said start thread careful wish end',IND
16162,'want maga stop intellectual property theft china pivot away china give business asia countries ask us business move countries tax reciprocally make xi look weak demolish south china sea xi crook',IND
49345,'omg sex legs',OTH
12796,'pls take look signing gordon deep threat goodwin hurt need come play grop',IND
40813,'waiting mean ass florence gonna ack',GRP
72162,'low iq piece human trash going go away nobody cares wack job say constantly faces thinks mr trump acted despicably call going live television telling people attack conservatives',IND
53781,'anyone supports gun control racist like shannon twatts',GRP
54858,'industry stands spreadsheets care human side',IND
19659,'dolt become another nail hammer trump',IND
69284,'schmooze communist putin helsinki like daddy maga',IND
81801,'bs support gun control support says shall infringed go read history find part reason',GRP
76865,'wench something must spout drivel wanna bet someone gives beating first let see parking lot one else around black women much better find white people much brighter',IND
56974,'deplorable dregs society says public executions make criminals think harder politicians maga wwg wga qanon draintheswamp drainthedeepstate',GRP
19145,'glad worked hard shame physical dementia thing may simples understand talk write cannot clearly',IND
29510,'look mirror lefties bigger bullies antifa progressive leftist trying get faces right',GRP
89868,'saying niggas say boycotting nike military racist military fuck nike',OTH
47926,'always lier',IND
55116,'said things liberals say president trump deporting immigrants trying deport people sneak country amp follow rules come come way criminal turn cnn amp try another point view',GRP
96547,'go buy antifa shirt wal mart lumpenprole',IND
75046,'babies future men suppose ripping limbs sucking dead bodies putting trash sorta thing',IND
55085,'obama preach gun control u arm drug cartels mexico advocate open borders piece shit worth obama',IND
81738,'wrong percent time bed laying suntanning summer long bland like dry piece toast carry bb',IND
70014,'tuned emmys last night watched whole seconds celebrity never heard started talking platform click liberals ruin everything',GRP
53549,'oakland line sucks',OTH
69656,'nigga prob made infertile god knows germs brought back',IND
78943,'unhinged liberals scared able murder babies demanding normal rational people common sense see fake accusation stall',GRP
45574,'another blm brat blocking highway antifa thug swinging bike lock comes another screamer gallery except childish scoundrel screamed raped sat middle room stuck thumb mouth whined prove wrong',IND
48871,'plenty conservatives work afraid share racism hate democrats sickening',GRP
34986,'fuck ass fuck although conservatives fucking us ass right',IND
77307,'seeing contents post one pleased legislation regard gun control hand legislation need improved support mental aid individual sectioned',GRP
81786,'probably shutdown website death threats votes yes likely get lots support maga voters',GRP
86718,'fortunately rest america swamp washington washington worst place decide good america',OTH
34640,'democrats continue say rapist democrats say republicans allow rapist president isnt unscathed',GRP
63497,'believe luigi fucking died',IND
21059,'white liberals like colored ilk easily worse bigots nothing coward victim hood enabler wants keep kind impoverished via welfare identity politics thank god people seeing evil',IND
32143,'max boss conservatives made weak dud leader happened scheer tries cater left wing crazies freedom speech coward takes positions trudeau nafta',IND
81249,'need go away one wants see media advocating gun control unseemly',IND
56208,'lips god ears antonio part let hope conservatives part stay vigilant polls dems desperate fraud',IND
77672,'obama holder cops getting killed year hated law enforcement encouraged civil unrest',IND
78556,'gun control scientists disgrace license publish revoked',GRP
32097,'dumb ass',IND
55940,'please bitch get popped end lump like dumb ass sister',IND
34708,'willie lost half fans getting involved politics fan cannot believe support open borders gun control smoked much dope guess beta common',IND
19340,'dubious mortgages lol mean ninja loans subprime borrowers banks forced provide democrats liberals citing providing racist discriminating people job cmos derivative subprime problem',IND
55794,'fake news right mind would go along nut',IND
57622,'standard trudeau liberals emotional manipulation canadians think canadians stupid',GRP
57027,'w empathy regrets may bad ineffective president way presidential trump could ever hope',IND
43068,'st pic oh god batman v superman trailer awesome nd pic oh god bvs awesome rd pic oh dont like bvs call shit movie well bitch th pic oh zack fired henry left ben leaving',IND
49204,'aaron rodgers never win ring rest sad ass career hope regular season heroics cause thats good nice day',IND
92835,'good bit miss guided follow guy seems like idiot amp crock think perfect even though multiple investigations disagree still looking better role model america cya',IND
35878,'fuck start working man steel sequel soon whole dceu irreversibly go shit',IND
53003,'oh gonna get antifa idiots shot fast even realize gun owners usually really aware going around',GRP
93937,'favorite play genocide path mass murderer real life',IND
32846,'think knows going lose anyway nothing lose battle like suicide bomber think tactically unfortunately lie stay news',OTH
40951,'agree antifa nutjobs arrested start trouble',GRP
82256,'prepared say remember time liberals believe bs',GRP
62079,'lost soul father f ked real good',IND
84693,nuts,IND
42055,'see support gun control',IND
45622,'prosecuted fullest extent law tragic waste beautiful person incompetency hasty judgement ruined family friends lives know devastated little comfort loved ones',IND
64745,'swear niggas make wanna turn phone',GRP
78670,'conservatives gun person believe need become one nov elections go well dishonest dems think violence get worse conservatives need able defend loved ones',GRP
98344,'encore say every western country eliminated mass shootings effective gun control lying would fitting',GRP
53564,'anarchist nefarious treason invading free america antifa',GRP
10734,'myths democratic socialism debunked maga kag',IND
57671,'state level crime alleged offender juvenile silly liberals crime committed kavanaugh probably one liar ford democratsdividinganddestroyingamerica democratshateamerica',GRP
75100,'gop blood hands gun control',IND
34193,'thing fascist left antifa anarchists socialists democrats folks right embrace authoritarianism fascism look trump attacks institutions rule law fluffs putin',IND
83216,'keep banging nationalist nonsense democrats win midterms raise taxes able get page everyone else universal health care gun control save countless lives trumpsters like learn eventually',GRP
63384,'dick durbin figures lies often enough people start believe right leftist dictatorship playbook',IND
88928,sexy,IND
21615,'think racist touch reality treats presidency like reality show starring empathy suffering narcissism ability tell truth may mentally incapable president country',IND
33684,'fired arrested clearly using drugs job',IND
22963,'well osuna ass really sure went claiming punch women sir asshole completely wrong tweet nothing osuna clear fact giles punches sucks',IND
98709,'kick absolute shite car',OTH
86153,'grotesquely fat looks like never takes bath could go time',IND
49059,'tbh could stop spreading rumors false news hurt enough dont need shit',OTH
63195,'obama done nothing fix problem office going telling stories trump able restore hope gun control',IND
66981,'disgusting need ousted get politics schumer corrupt kind politicians americans tired led country thrive brett kavanaugh voted americans stand',IND
93456,'even chris evert said people normally wise stop first warning second warning serena kept going sucks ended way keep arguing making comments second warning expecting',IND
84884,'fools respect',IND
15375,'fucking league football hahahah',IND
54929,'guilty old perv',IND
65536,'rean arcane gale broken gonna able use scratch sen iv demon form gonna cool using every battle',IND
18183,'say half hearted apology goes away let conservative say anything close ruined life mentally deranged liberals totally disgusting jerks',OTH
90341,'beginning sound like stuck record brian go find something less boring instead',IND
19819,'kerry needs prosecuted colluding iran needs done quickly revoke security clearance amp remove passport traitor always',IND
79379,'metoo movement extension democrats kkk amp hate group antifa another form lynching oppose agenda metoo people jump ban wagons name justice perpetuate mass bullying threaten expose',GRP
83935,'tell story car rain yes whore life fuck people money exceptions',IND
95600,'trump may one started mess stop part problem',IND
19520,'traitor thinks',IND
24910,'political hit job slap face women really abused liberals know hit leader told lie whatever regain power pathetic',OTH
54165,'like mother spoiled rotten bad heck kid still loves brat bad things happen brat deserves still sympathizes child norm realize livelihood depends',IND
70659,'eight years republicans denied obama picks breitbarters outrage phony fake president',IND
15435,'got ass lmao',IND
25835,'indeed danikaharrod go follow cutest shitposts tdp sometimes jhdsfhjsg',IND
91306,'went high school dumb liberals prevalent area',GRP
42031,'hate mongering solution nfl kneelers change playbook losers',GRP
73300,'totally dodged question making millions dollars stormy daniels still strip make living unethical',IND
25214,'pigs job slobs life outrage bill clinton keith ellison harvey weinstein protesters hypocrites maga',GRP
11886,'maybe consider instead theresa may real name annette johnson mediterranean conservatives terrorist org sod chequers',GRP
12706,'says man stands sensible gun control hypocrite',IND
29523,'outrage something credible instead perceived demagogues partisans maga',IND
88860,'go people love david gilmour think roger waters bit dick obviously',IND
18205,'advocating ridiculous fam',IND
31311,'messed walkaway congresswoman waters zero control demon within happens amp stupid greedy folks willfully submit souls devil satan defeated americafirst maga',GRP
54789,'fucking pu little chinless donny',IND
26246,'cares sick head',IND
43081,'ummm theres video coach literally admitted lmao maybe read strong shitty opinions',IND
51203,'guy kerry one nothing damn politician get going sea trying undermined president traitor sure better watch b',GRP
49728,'especially since fascist nazi tell profile people pathetic shame',IND
29650,'conservatives whackos religious zealots republican party denounce denounce antifa',GRP
93870,'understand meaning america reading creating declaration independence share knowledge american creed fellow citizens maga kag',OTH
33919,'pedophile criminal deserves fired',IND
70376,'inciting violence via twitter accounts supporting potus made lists us targeted antifa etc',OTH
70172,'eric holder prison',IND
