@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_b {UNT,TIN}

@data
55794,'fake news right mind would go along nut',TIN
57622,'standard trudeau liberals emotional manipulation canadians think canadians stupid',TIN
57027,'w empathy regrets may bad ineffective president way presidential trump could ever hope',TIN
43068,'st pic oh god batman v superman trailer awesome nd pic oh god bvs awesome rd pic oh dont like bvs call shit movie well bitch th pic oh zack fired henry left ben leaving',TIN
42064,'believe one step worse according experts sociopath malignant narcissist',UNT
49204,'aaron rodgers never win ring rest sad ass career hope regular season heroics cause thats good nice day',TIN
92835,'good bit miss guided follow guy seems like idiot amp crock think perfect even though multiple investigations disagree still looking better role model america cya',TIN
35878,'fuck start working man steel sequel soon whole dceu irreversibly go shit',TIN
53003,'oh gonna get antifa idiots shot fast even realize gun owners usually really aware going around',TIN
93937,'favorite play genocide path mass murderer real life',TIN
32846,'think knows going lose anyway nothing lose battle like suicide bomber think tactically unfortunately lie stay news',TIN
40951,'agree antifa nutjobs arrested start trouble',TIN
82256,'prepared say remember time liberals believe bs',TIN
12795,'gun control enough enough',UNT
62079,'lost soul father f ked real good',TIN
84693,nuts,TIN
42055,'see support gun control',TIN
45622,'prosecuted fullest extent law tragic waste beautiful person incompetency hasty judgement ruined family friends lives know devastated little comfort loved ones',TIN
64745,'swear niggas make wanna turn phone',TIN
78670,'conservatives gun person believe need become one nov elections go well dishonest dems think violence get worse conservatives need able defend loved ones',TIN
98344,'encore say every western country eliminated mass shootings effective gun control lying would fitting',TIN
53564,'anarchist nefarious treason invading free america antifa',TIN
13230,'even obama trade rep acknowledges trump cleaning old global trade mess maga makeamericagreatagain makeamericaamericaagain makeamericastrongagain makeamericasafeagain makeamericasaneagain',UNT
10734,'myths democratic socialism debunked maga kag',TIN
57671,'state level crime alleged offender juvenile silly liberals crime committed kavanaugh probably one liar ford democratsdividinganddestroyingamerica democratshateamerica',TIN
75100,'gop blood hands gun control',TIN
34193,'thing fascist left antifa anarchists socialists democrats folks right embrace authoritarianism fascism look trump attacks institutions rule law fluffs putin',TIN
83216,'keep banging nationalist nonsense democrats win midterms raise taxes able get page everyone else universal health care gun control save countless lives trumpsters like learn eventually',TIN
63384,'dick durbin figures lies often enough people start believe right leftist dictatorship playbook',TIN
88928,sexy,TIN
21615,'think racist touch reality treats presidency like reality show starring empathy suffering narcissism ability tell truth may mentally incapable president country',TIN
33684,'fired arrested clearly using drugs job',TIN
22963,'well osuna ass really sure went claiming punch women sir asshole completely wrong tweet nothing osuna clear fact giles punches sucks',TIN
98709,'kick absolute shite car',TIN
34349,'good example ban ar someone could used gun control pussies',UNT
86153,'grotesquely fat looks like never takes bath could go time',TIN
49059,'tbh could stop spreading rumors false news hurt enough dont need shit',TIN
32450,'shit hurts',UNT
63195,'obama done nothing fix problem office going telling stories trump able restore hope gun control',TIN
66981,'disgusting need ousted get politics schumer corrupt kind politicians americans tired led country thrive brett kavanaugh voted americans stand',TIN
69703,'oh fuck',UNT
93456,'even chris evert said people normally wise stop first warning second warning serena kept going sucks ended way keep arguing making comments second warning expecting',TIN
84884,'fools respect',TIN
15375,'fucking league football hahahah',TIN
54929,'guilty old perv',TIN
65536,'rean arcane gale broken gonna able use scratch sen iv demon form gonna cool using every battle',TIN
18183,'say half hearted apology goes away let conservative say anything close ruined life mentally deranged liberals totally disgusting jerks',TIN
90341,'beginning sound like stuck record brian go find something less boring instead',TIN
19819,'kerry needs prosecuted colluding iran needs done quickly revoke security clearance amp remove passport traitor always',TIN
79379,'metoo movement extension democrats kkk amp hate group antifa another form lynching oppose agenda metoo people jump ban wagons name justice perpetuate mass bullying threaten expose',TIN
83935,'tell story car rain yes whore life fuck people money exceptions',TIN
95600,'trump may one started mess stop part problem',TIN
19520,'traitor thinks',TIN
24910,'political hit job slap face women really abused liberals know hit leader told lie whatever regain power pathetic',TIN
54165,'like mother spoiled rotten bad heck kid still loves brat bad things happen brat deserves still sympathizes child norm realize livelihood depends',TIN
70659,'eight years republicans denied obama picks breitbarters outrage phony fake president',TIN
15435,'got ass lmao',TIN
25835,'indeed danikaharrod go follow cutest shitposts tdp sometimes jhdsfhjsg',TIN
91306,'went high school dumb liberals prevalent area',TIN
42031,'hate mongering solution nfl kneelers change playbook losers',TIN
73300,'totally dodged question making millions dollars stormy daniels still strip make living unethical',TIN
89384,'shitted shat ytd lost kg u believe',UNT
25214,'pigs job slobs life outrage bill clinton keith ellison harvey weinstein protesters hypocrites maga',TIN
11886,'maybe consider instead theresa may real name annette johnson mediterranean conservatives terrorist org sod chequers',TIN
12706,'says man stands sensible gun control hypocrite',TIN
29523,'outrage something credible instead perceived demagogues partisans maga',TIN
88860,'go people love david gilmour think roger waters bit dick obviously',TIN
18205,'advocating ridiculous fam',TIN
31311,'messed walkaway congresswoman waters zero control demon within happens amp stupid greedy folks willfully submit souls devil satan defeated americafirst maga',TIN
32545,'fucking hilarious',UNT
54789,'fucking pu little chinless donny',TIN
26246,'cares sick head',TIN
43081,'ummm theres video coach literally admitted lmao maybe read strong shitty opinions',TIN
51203,'guy kerry one nothing damn politician get going sea trying undermined president traitor sure better watch b',TIN
49728,'especially since fascist nazi tell profile people pathetic shame',TIN
29650,'conservatives whackos religious zealots republican party denounce denounce antifa',TIN
93870,'understand meaning america reading creating declaration independence share knowledge american creed fellow citizens maga kag',TIN
33919,'pedophile criminal deserves fired',TIN
70376,'inciting violence via twitter accounts supporting potus made lists us targeted antifa etc',TIN
70172,'eric holder prison',TIN
72982,'fucking fast holy shit lol',UNT
55902,'good shit kaepernick great model young kids play football stand believe',TIN
36286,'holy shit better drinking milk eating else',TIN
59228,'dead mass shooting fifth third bank building downtown cincinnati deep state fake news crisis actor alert gun control bullshit f feinstein obama via',TIN
18083,'loved hate mr bobby brown show guy really screwed kids back day please let go hws drama favorite amp jerry maybe show andy',TIN
37239,'u never talk shut',TIN
43876,'bullshit daughters watched tennis match sarrena got deserved big williams fans one game',TIN
86455,'know look outside box like rush limbaugh lost shit remind head funny',TIN
36163,'nigga tweeting shower hope siri drown',TIN
87251,'explains leftists also shadowbanned',TIN
82983,'vulgar antifa creep trying look like woman help',TIN
20608,'fuck rick',UNT
49584,'worst expect consider personally gain confirmation',TIN
62496,'aww busy monster',TIN
13664,'mounties come get dirty pervert internet pounds heavier get point',TIN
56888,'typed think everyone like read means question referring reader case reader effect',TIN
14929,'antifa displays hate disagree hypocritical',TIN
38700,'fantastic alamo sacred us blight history time better left erased',TIN
93446,'local fox station national fox news broadcast follow anyone outside liberal bubble would know vast majority conservatives outraged',TIN
32384,'quiet shedevil',TIN
74011,'unsealthedeals congress sexual assault slushfunds pls maga bc wethepeople want know hypocrisy doublestandarddems sickening declassifyfisa declassifyrelease sunredacted amp declassifypowsdocuments yr darktolight',TIN
15834,'pointing umpire calling thief berating walking fast toward official calling f ing moron think clear needs help man perhaps',TIN
66125,'thanks joe sanity forsaken looong time ago hahaha',TIN
85703,'lot pedophiles catholic church',TIN
24170,'liberals wonder want transgenders bathrooms',TIN
13336,'maybe cause hateful buttmunch reap sew',TIN
66754,'foolish idiots whatever sabotage liberals acting completely immoral respect millions legal voters voted letsgovern',TIN
58037,'going system cameto know criminal illegal reputed easy job rather simple illegal person',TIN
46191,'make best country though nothing special throw make butt hurt',TIN
61771,'alec puppet move string back works mouth nothing',TIN
35566,'holder ethically challenged ag ever total disgrace office',TIN
32539,fool,TIN
15402,'definitely strange thats sure shes professor alt left university folks kooky trump maga',TIN
99284,'quite obvious morons star totally unaware canada already extremely tight gun control laws way criminals never never adhere special kind stupid believe banning',TIN
74638,'beto clown supports kneeling nfl thugs',TIN
83961,'fbi would proper authority administer polygraph despite corruption top organization',TIN
96437,'see liberals decide politicize tragedy despite cincy tight gun control',TIN
78806,'cant like legit watching ever move rehab',TIN
78650,'funny even woman brought roe vs wade scotus regretted later one thing medical emergency required abortion though rare amp another liberals celebrating killing unborn children amp pretending health care',TIN
38005,'literally white nationalist radicals enemies state lucky hunted federal agents like terrorists citizenry act state place soon enough acta non verba theresistance resisttrump antifa',TIN
89246,'u fuck already',TIN
81583,'unfit office mentally deranged unstable',TIN
20722,'santa clarita netflix funny fuck',TIN
93858,'trumpwashing us liberals historical amnesia real definition trump derangement syndrome',TIN
34448,'course interested domestic abuse still domestic abuse hope use fake rumor shit habs actually care domestic abuse',UNT
41668,'brain still somewhere lost matrix liberals plain delusional matter',TIN
33032,'american terrorists need strict punishment lawless thugs stop powdering antifa ass backtheblue gettough',TIN
75614,'sanchez sucks killing team imo',TIN
61195,'help mental illness good grief liberals seriously disturbed',TIN
87488,'dopest illest female artist ever fucken queen right hands try argue widdit',UNT
59621,'husband loosing fat crooked fake throwing paper towels lost grip reality know help needs lots help',TIN
55287,'surprising conservatives increasingly want take ultimate power life death away government',TIN
55865,'liberals cry complain',TIN
87407,'antifa domestic terrorist group',TIN
98127,'umm fuck yeah would',UNT
60753,'murderer whole department ashamed cover shame dallas pd nothing noble respectable department handling situation aiding criminal showing dont care citizens dallas',TIN
53105,'hospital personnel shot dead wisconsin gauge winchester pump action shotgun nra blames gun control laws',TIN
90703,'send piece tower nice could great britain say build wall tower time time hillary clinton nonpresidential suite hahahahaha',TIN
47545,'yes thats need bring gun control even better shoot foot real well im going harass school shooting survivor ass',TIN
48712,'shame damned unattractive',TIN
20801,'wrong white guys proud caucasian amp colombian american woman happen like white men represent especiallysen kennedy soooo done identity politics liberals',TIN
64378,'needs fade sunset quickly music sucks one cares political views unfortunately ignorant realize concert went political diatribe completely ruined completely',TIN
19594,'safe anyway liar never get bottom liar',TIN
31639,'according student spoke condition anonymity furniture johnson hall replaced even shittier couches seuday',TIN
82746,'colin cowherd clown think going make point spews garbage way look goff trubisky say goff higher ceiling maybe higher floor bc yr mcvays offense',TIN
70158,'beto whomever move support immigrantsilegals home',TIN
98967,'rotten character call spanish mal character',TIN
41348,'acknowledging existence time block give us break nobody use funny comedian gave away power hate lost almost everything',TIN
21552,'fuck alan sorry',TIN
34523,'bullshit live nh daughter goes school cali considered non resident clearly move fraud citizens nh',TIN
99381,'yesterday fakenews trying make comeback desperation obstruction nothing liberals amp democrats cares happened minor high school victim another metoo sexual misconduct baiter switcher',TIN
61717,'conservatives think neocon infiltration successfully corrupted nearly destroyed conservatism brainwashing decades accept anything free trade label good anything protectionist attached bad',TIN
27816,'know shameless muslim socialist still arrogant believes thst thinks good politician tell many stupid american voters per gruber gullible',TIN
73496,'cnn go flames rest liberals far clueless change',TIN
10303,'lame outside cage killer cage',TIN
58168,'bill lgbt sex workers bill sex workers general harris good record attested lgbt orgs mean playing game could argue bernie votes gun control impacted lives black people chicago negatively',TIN
51584,'timely responses rap beef lmaoooooo nas took three months respond jay bodied em always takes month get timely response shit',TIN
77748,fuck,UNT
83318,'henny outside u ya pussy ass sister wanna talk',TIN
87713,'wtf amp seriously manner bigoted platforms running label exhortation children black stay school jackdorseyisabigot maga kag',TIN
99193,'leave country unhappy america',TIN
36520,'round yucker always interrupts guests work time rude michaelavenatti',TIN
41672,'like boobs mass belly xd',TIN
33014,'obviously care ruin due attacks conservatives left control blind',TIN
67606,'waits buncha braindead rednecks burn levi wearing get hauled er en masse',UNT
97923,'fuck puting raven derrick dan dr saying mastermind shit put bitch sick annoying boring take raven put tyler playing great game even great player said good',TIN
53357,'idk think eyes like r naturally bugging time untrustworthy',UNT
33845,'received death threats teenage daughters protecting family',TIN
57872,'well really really smart nothing woodward wrote book true good lord shit see hear everyday day really need op ed book',TIN
22481,'gun control kills people',TIN
12336,'take take take walkaway idiot party maga',UNT
15119,'spend final days hell sinking',TIN
22052,'stupid makes sooooooo hot',TIN
68181,'trump posts shit like know distracting something else going distractification',TIN
26284,'nonono people fat shame give slightest shit someone health know anyone health looking big doctor know many super healthy fat people horrifically unhealthy skinny people',TIN
69815,'surprised shoot students prove gun control important glad send kids college waste money turning pumpkin heads',TIN
45781,'sean penn metoo movement seeks divide men women lt gotta say stand w jeff spicoli one maga wwg wga confirmkavanaugh',TIN
11396,'like putin every day maga',TIN
83772,'anyone guesses amp lie week world ending friday b give money amp triple tomorrow c knows everything listen maga',TIN
90555,'sexuality issue kids age liberals ridiculous',TIN
27269,'believe melania trump abused woman maybe physically definitely mentally ab husband afraid speak ab',TIN
65079,'fuck yeah',TIN
42155,'became alcoholic cealrly became fatty like year loose weight starlet hollywood doesnt look good lilextra weight gonna go walk one tays gps stalking sheldmaidens might orders mac miller tommyvalhalla',TIN
85067,'sadly given hypocritical unethical behaviour liberals democrats days view claims allegations made huge degree scepticism',TIN
86223,'hate man thinks irrelevant opinion matters ass bitch',TIN
66883,fuck,UNT
60513,'looks like jokes liberals forttrump poland boomingeconomy',TIN
18206,'bitch please commie dems ones riding hell bent leather destroy democracy republic',TIN
59912,gross,TIN
34182,welcome,TIN
78458,'know soros know right use actions antifa play identity politics claim left violent helpful anyone',TIN
70317,'john kerry swamp rat nothing nothing less cnn know clown news network',TIN
20038,'everyone life story excuse aggressive anyone blame producer inviting kw onto show clearly well amp put position could happen management allowed either',TIN
86351,'gonna fight gun control laughing guy literally pulling gun shooting',TIN
70658,'party violent liberal antifa kkk hoods beating strangers know nothing great amp honest good ole keith ellison women beater tell',TIN
95149,'om ah bitch lol love domo',UNT
20612,'honestly know stupid actually surprising dumb easily persuaded people country say shit like every white redneck screaming yeah maga baby',TIN
41545,'vote yes know found fraud',TIN
11671,'totally shown spoilt narcissist comment umpire never matches long lives think gracious defeat disgrace sport',TIN
52581,'coward put pic yet feel judge others looks yep sure people call regular',TIN
65703,'im horibble shitty thats',UNT
39258,'hey bitch daily reminder love',TIN
64122,'umm reporter asking question senator acting like baby really adults act like shame cbs shame',TIN
55128,fuck,TIN
83330,'yo ass probably playing super easy smh go home',TIN
56523,'wow jr bright',TIN
81309,'moron real americans proud accomplishments disgusting showing truth',TIN
92914,'bad right wing nutjobs scream time talk things like gun control school gets shot exactly time people paying attention someone lost life something horrible amp preventable',UNT
88261,'true poor basement dweller',UNT
10922,'agree want see real damsel distress play fucking marry jane missions soooo boring stupid',TIN
51341,'lunatic democrats politicians like antifa george soros think money talk lunatic dung money dam money pay gold',TIN
91451,'monte fuckin knows point',UNT
68367,'shitttt amp',UNT
36039,'gotta give credit due may mason competing ass',TIN
94064,'politicians selling country drain',TIN
65385,'shit like real research gets done us',TIN
31723,'california gun control laws prevented',TIN
31527,'quite good faking must done numerous times',TIN
61402,'beat ass letting get hit',TIN
55346,'bitter barn inbred',TIN
11343,butt,UNT
84873,'cute fuck',TIN
98605,'meme repeater',TIN
67880,'ask sort gun control nothing seem really good nothing',TIN
88613,'chances got mario cart penis confused one thousand since remember specific slice pizza years ago looks like dems like ancient memory based accusations confirmkavanaughnow maga',TIN
16985,'takes sec google search see acc help mindless uneducated liberals',UNT
46310,'antifa finally dies commiting suicide nice',TIN
85997,'eric crook',TIN
69914,'said many times liberals conservatives two sides coin coin back pocket wealthy canadians',TIN
52858,'think pope others prosecuted covering protecting child rapists',TIN
44884,'people dead shooting spree california thoughts amp prayers working good gun control',UNT
68624,'one mastermind big syndicate boc forget go jail fakedrugwar',TIN
20840,'idiot smart either',TIN
82085,'dog whistles minute one sobs use never would vote liberal ever thing moderate acceptable liberal mean try hide hate scum fool think give shit',TIN
61602,'holy shit get lawyer false advertisement colon football player vag head',TIN
31500,'hunnid stax shit',TIN
40534,'cite jones banned violating twitter tos blue checkmarks spewing worse kind shit going play anyone get banned card people also receive bans suspensions verifiedhate',TIN
84630,'awww cupcakes suck lost get',UNT
83758,'yet another really stupid take erick single issue thinker overturning roe anything gets way mocked trivialized core beliefs',TIN
86652,'great comedian great nothing',TIN
45637,'think hoping someone somewhat soviet take care could get even uglier',TIN
67248,yes,UNT
58734,'president trump keepinghis promises real reason hated',TIN
33592,'ren fault specify make father anything father chose coward question hand rose throat clasping lightly ravenous time',TIN
59318,'beto advocates gun control would leave defenseless',TIN
57325,'gun control',UNT
51159,'even sexualmisconduct gay yr old gop men call youthful indescretion amp get mulligan hypocritical evangelicals amp maga sshats',UNT
81718,'sept est expect emergency text message trump says collusion gonna sue someone resist maga',TIN
68158,'actually soy boy',TIN
69725,'tell suck sure',TIN
26636,'president radicalizing anything antifa resist mobs gaslighting lol saul alinsky much wethepeople greatawakening',TIN
66023,'favor gun control switzerland correct saying',TIN
44307,'thing antifa warrior coward bitches marcus smart tougher far',TIN
71662,'forget montel speak speak delusional disgusting truth worth trash pick coming',TIN
29166,'one sick dude',TIN
41177,'liberals fbi investigate ask also liberals believe trump ordered investigation private citizen dictator',TIN
49299,'antifa anti fascist romney told throw brick unless na',TIN
83601,'height ecstasy body',UNT
87719,'canadian live us ex special forces handled everything bb gun mm howitzer tow missles anti tank weapons us lack gun control far fucking stupidest part country many morons guns',TIN
32309,'mainly fault blame',TIN
42205,'privilege lane maga blvd good ole days avenue',TIN
29176,'hahaha lunatic liberals busy virtue signaling still get',TIN
10329,'feinstein needs go husband investigated china deals post office deals conflicted dignity',TIN
62623,'fucked bama twice since got almost tru fans',TIN
36789,'bitch wanna know',TIN
46526,'still going jail tho fredo',TIN
80034,'testament fucked world free spout bullshit jail even investigated statutory rape',TIN
42088,'absolutely hilarious liberals predictable',TIN
24774,fool,TIN
40438,'osuite deregionised',TIN
30390,'much liberals ignorant know many things ronald reagan',TIN
57037,'really side mess day people siding cardi talking bout nicki shit jsjdhkdfhjfkfkhsjdhd messsssss',TIN
24259,'gone eat high yellow ass',TIN
26587,'wonder dems blooming idiots fine example teach kid vulgar protester way go dems kid grow become president antifa',TIN
63676,'hate speech law main stream media would need locked daily democrats liberals progressives look marches signs amp speeches definition hate speech',TIN
50411,'come liberals dont question',UNT
83805,'full shit sweetie',TIN
73076,'talking need excuses need money',TIN
73170,'gail dropped far going actors like rob deal frustration',UNT
72223,'true theresa mps however call conservatives oddly enough',TIN
46508,'consensus republican party sexually assaulting year old girl disqualify judge sitting highest court land making life death decisions women health maga',TIN
34334,'dope man',TIN
31877,'conservatives mean people work pay taxes help support people like guess dumb thinking would appreciate instead wanting get job start paying taxes see much love tax spend gov',TIN
38183,'weird invitation treasure hunt goal find old deadname feels need prove trans ppl care enough either way going join',UNT
96009,'megumi im sorry asked see tits',TIN
37844,'well said gets negative feedback anyone ever always defending bad behavior way show little girl act',TIN
74820,'confirmation done deal said said leftist antifa nobody',TIN
74118,'jehovah yahweh immoral seriously one big lying contradiction',TIN
45025,'pussy ass different times never black life ever ate chittlerings lol',TIN
35518,'long ago ray went follower quite possibly pays services pointing guy remember getting injured guys pay assholes bills',TIN
83135,'opportunistic liar proven whole argument fake news',TIN
43414,'ms clinton class act response idiot would likely land twitter jail would totally worth hope run office one day',TIN
34422,'conservatives keep telling us million immigrants ruining economy would multiplying numbers several times help',TIN
99672,'theresamay monstermay conservatives must answer crimes dwpcrimes dwp tories toriesout',TIN
51029,'refugees destroy country radical islamic get countries cleaningcanada canadaelection canada conservatives',TIN
65691,'isnt nra propaganda pushing corporate lobby group cares profits profits idea rest crackpots guy looks like ar stuck ass',TIN
56873,'majority suicides provide evidence gun control reduces homicides',TIN
25030,'sorry democratic party party hate formed kkk antifa gop finally got back office economy booming people jobs wow overlook liberal people trashy ignorant things planet',TIN
10790,'fuck steelers bah mama racist shyt wanna pay dude call selfish wanted report',TIN
41712,'oh think victim feels im sure fine death threats insults getting spewed fine christian conservatives',UNT
54994,'done knowledge base drunk lies',TIN
84543,'vote cruz beto part deep state turn control back corrupted liberals',TIN
84835,'stop pretending catholic church seat satan earth',TIN
79923,'absolutely furious fellow conservatives say sounds credible true guys short term memory goes back days',TIN
65280,'red flags professor liberal school unable healthy relationships men translation antifa dyke stop conservative judge president trump even lie',TIN
85118,'among friends ira friends terrorist loves terrorist',TIN
50330,'creepy old pedo desperately trying relevant old guy old world trump shattered',TIN
24894,'trump done anti ameican pro trump azz',TIN
50681,'eg antifa holding position police racist killed generalizations call attacking law enforcement attacking cancer body attacking body even systemic',TIN
98131,'one tough easy hold grudge fucking hard let go',TIN
28529,'still remember show sucks man',UNT
22175,'im girl said fuck nah wish money concert thatd reaction lmao',TIN
77364,'vile creature trying portray fierce bitch time knows gun control conversation paper tiger',TIN
16590,'im saying worse clue tbh js shits gonna terrible thats case tl gonna explode',TIN
69662,'liar like hilary clinton',TIN
95860,'correction liberals deliberately distorting',TIN
13624,'even listen idiotic liberals seem brick short load',TIN
98927,'go nra allowed gun control happen',TIN
71073,'really thought god rap come back',TIN
44056,'republicans grow balls start playing dirty like liberals assholes',TIN
46150,'fake news propaganda enemy country',TIN
97004,'yes brain effected one sharpest attorneys america maybe effected brain tge meant',TIN
44143,'cause assholes',TIN
30116,'still find hilarious people like think literally response comment liberals upset getting liberal upset kind accomplishment',TIN
86231,'woman town honked asshole driver cut followed home beat crowbar',TIN
69673,'nuts would ever imagined us would concentration camps devil',TIN
81124,'thats lobbied government ban reaserch funded bye cdc could used argue gun control guns home dont make safer quite opposite',TIN
73241,'vote known racist',TIN
38431,'amazing democrats always leading cnn polls liberals live polls control liberals insane',TIN
53929,'one worth slapping cock cocktribute cumming cumtribute cumslave',TIN
65027,'swear glad fat ass never drunk shit tryna slim crackhead slim',UNT
99495,'president bad',TIN
32011,sucks,TIN
17258,'love cops much make life goal take away tools need stop crime put lives risk support antifa thugs assault cops screech cops bastards',TIN
71603,'liberals really displaying hate amp message division republicans really need take advantage welcoming disgusted democrats enough party amp want solid policy amp insults',TIN
24755,'liberals conservatives neoliberalism amp globalization amp discontents ppp corporatewelfare dilution constitutional rights freedoms amp justice sociopolieconfinancial corruption amp particratic collusion cdnpoli ticians ers',TIN
98318,'making fun woman making fun liberals supporting barbaric tradition covering woman body garbage bag men might inclined rape given moment',TIN
65473,'kavanaugh back nomination go back dccircuit w repercussions charge follow dems take back congress launch investigations conservatives lie get judgeships impeached high crimes amp misdemeanors',TIN
41240,'sad part knows sick knows crook life sick woman god mercy soul',TIN
70260,'fucking matter found dead sea scrolls colonel secret recipe man dead due ignorant negligence someone else',UNT
48593,'left leaning freak attacks attack back many conservatives compliant happy bitching complaining fire people left got energy lots things change going loose',TIN
49945,'communist would destroying america lock trump maga',TIN
59355,'technically speaking hamstrung drug amp alcohol addiction',UNT
24509,'oh yeah sure antifa anti fascist also free speech everyone liberals conservatives centrists fascists communists anarchists ancaps etc live us fascist state bans thinks hate speech',TIN
86265,'somehow trump divine prophecy helping wonderful things wanted take away women fuck religion',TIN
53541,'talking chinese leader seeing pollute',TIN
79727,'bitch took four years jdkdkdd',TIN
90457,'pm looking like extra tory version saw suddenly realised must cut limbs survive escapes particular nightmare still politically deceased pm impossible appease mukga tories want compromise',TIN
59684,'refugees marijuana peoplekind gun control',UNT
98013,'retweet end time maga trump beyond',TIN
98561,'al franken anyone assault harassment stays lifetime sexually harassed hs coach remember like yesterday almost scott newman scum',TIN
65754,'kind classes taking ass homework anatomy class',TIN
71062,'let door hit ya',TIN
86186,'liberals sure walking dangerous line',TIN
41092,'cheater casey',TIN
43381,'kerry full shit undermining things knows iran debacle baby wants keep matter costs',TIN
29727,'media stop reporting happens view perhaps disappear view conservative america wanted know imbalanced voices say would watch rest us busy watching sidewalk poop put hollywood liberals',TIN
29839,'alternative people died pr freakin hurricane half wit',TIN
14102,'go fund page working kamala rama lama ding dong believe anita antifa left rails heading downhill load full crap keep drinking smoking meds',TIN
46787,'dear andrew saw endorsement cory booker made secondly view far left since cory hate president secondly moron running rick scott hope get beat bad',TIN
42249,'hey men right thing liberals democrats rapists ab criminals kiss white',TIN
63886,'oh good start reminding people worst administration history obama help blacks hispanics president sent plane filled cash iran sent guns mexico could kill people start gun control riot started ferguson riot',TIN
35003,'bitches lol',TIN
77583,'antifa needs good ole boy ass beating',TIN
69455,'completely reasonable explanation f gov lied peeps plane hitting pentagon clearly missile',TIN
60611,'million kids poverty screwed universal credit system brexitshambles economy teetering brink list endless common factor gt building country fit nothing',TIN
94310,'snowflakes liberals',TIN
24124,'republicans constantly tell us respecting law enforcement ignore judgment gun control',TIN
41844,'shit ode',UNT
73548,'wrong sending another giant f liberals',TIN
88482,'got asses even believing truth truth lmao amp know water damn wet cant even believe coming lying ass mouth',TIN
98165,'tea mad saw shit',TIN
65781,'fear white people',TIN
20901,'lol another illegal antifa girl',TIN
11027,'trump called trudeau dishonest weak conservatives cheer conservatives canada trump supporters accept crumbs fall trumps table',TIN
57174,'loved since victorious first girl crush first heard way became hardcore stan',TIN
42484,'conservative antifa left wing terror group uses fascist tactics violence silence opposing views different sturmabteilung brown shirts thugs',TIN
44394,'terrorist fanboy saddo cronies wholly unfit hold public office proper brexit supporting tory pm would wiped politically',TIN
26787,'witnesses reported time obvious truth priority qualified conservatives judges push president legal jeopardy amp judge believes sitting potus untouchable',TIN
87021,'waiting liberals squeal sandwiches could feed poor families',TIN
36568,'thank standing decency liberal left old tactics lies th hour lefty liberal haters story stinks outside maga tcot',TIN
30284,'well unless live another country president long shot nobody wanted hillary cause knew useless obama policies nothing',TIN
46697,'democrats continually prove crazy',TIN
88326,'getting death threats go shield wait',TIN
17756,'store dude walked wit maga shirt smh dog mean muggin fuck outta dude much left broad store',TIN
19314,'least know called princess toadstool',TIN
42320,'bridget another crazy one absolutely correct mess president head hand gone jail monster',TIN
37685,coward,TIN
44067,'watching entire match controversy serena lucky get match misconduct upset ref would give warning coach coaching even admitted ref nothing wrong enforced rule serena like',TIN
81517,'wtf one say hope trumps doc rots nobody noticed oh yah tagged better tone dick falling happen soon enough',TIN
83941,'shameonyou conservatives proud inflicting horrors folk palestinian',TIN
31333,abhorrent,UNT
19648,'yes stalking weirdo would tweets video games hurt feelings go ahead block lol',TIN
51072,'lol earth think antifa needs funds anything kicking nazis free business booming',TIN
43615,'fuck care friend real friend losing anyone special cuz even real friend sad',TIN
76446,'maga ignorant dupes everyone knows true',TIN
90040,'love stop racist censorship',TIN
10032,'bitch saw whole ass tweet wednesday bitches always talking shit back pedaling lmao admit',TIN
23152,'followed patriots already got rest appreciate follow back maga',TIN
86359,'talking zero credibility anyone lied lied america slither back rock wife said going john dean scandal george costanza liar',TIN
42454,'find voice voice choice say unprotected sex pregnancy women need worry stds hiv also responsible sexual safety important age metoo already know',TIN
17941,'shit different frfr',UNT
73770,'skewer sushma swaraj also treason r inconsistent like u leftists liberals take ur bloody poison somewhere else',TIN
52818,'action talks bullshit walks',TIN
85045,'haaaaaa cause never happened ye gonna tweet shit make sure fact kid',TIN
74577,'exhibit gor utter irrationality left respect support women think',TIN
64868,'rssreachesout one step rss show sense nationalism urbannaxals colluding tear india apart working hard downfall india shame liberals',TIN
43261,'almost shot la gang member illegal traffic pm belief nd amendment reaches absolute criminals want victims unarmed pix later nra gun control rights grab false flag ice polsi fienstine trump',UNT
65816,'wondering shit east coast causing god send florence punish good guess would neo faux christian followers trump',TIN
12506,'bothers feel whoever still supports racist half black daughters daughter black get family see anything wrong supporting',TIN
37761,'damn hope find bitch bought yesterday lmaoooo',TIN
60058,'agree trump nazi sympathizer sandy hook hoax gun control right hitler playbook bloomberg nazi comes gun control dems need moderate',TIN
57973,'clown need maga listeners nothing nothing less total fraud',TIN
40415,'innocent proven guilty think time run personnel think lying someone paying lie jmo',TIN
35025,'rocks maga',UNT
33761,'really bisca fool huh',UNT
64278,'lying pm like bliar end tory party amp tory party member remainers refuse discuss tory party please get rid total liar hooks corrupt convict',TIN
27420,'really healing country leaving taking rest loony liberals',TIN
93654,'ourcountry saved evil slugs like hillary clinton deep state going personally wait hillary brought front military tribunal penalty treason death believe',TIN
21541,'fake conservatives fake outrage budget betrayal',TIN
81048,'understand someone know debate willing spend much time trying change mind someone know tryed people gun control get stupid try understand',TIN
